"AGE","CLITIME","INCOME","RESIDTIME","REGION_North","REGION_South","REGION_West","CABLETV_Yes","AUTODEBT_Yes","DEBTINC","CHURN"
40,25,13120,9.7,1,0,0,1,0,0.178125,"No"
41,33,9420,6.4,1,0,0,1,1,0.0469214437367304,"No"
24,16,6450,9.4,0,0,0,0,0,0.0827906976744186,"No"
30,12,4780,5.4,0,0,0,1,0,0.0393305439330544,"No"
27,19,4670,5.6,0,0,1,1,1,0.0241970021413276,"No"
32,22,6890,3,1,0,0,1,0,0.0622641509433962,"No"
42,16,6660,5.5,0,0,0,1,0,0.0136636636636637,"No"
55,46,19090,0.7,1,0,0,1,0,0.107752750130959,"No"
41,27,9470,6,0,1,0,1,0,0.084688489968321,"No"
40,25,7920,6.5,0,1,0,1,0,0.117929292929293,"No"
43,20,8610,8.7,0,0,1,1,0,0.0746806039488966,"No"
49,23,6560,5.3,1,0,0,0,0,0.0955792682926829,"No"
35,28,11370,5.8,0,0,0,1,0,0.0612137203166227,"No"
32,17,8320,6.6,0,0,0,1,1,0.0311298076923077,"No"
34,27,7250,0.9,0,0,0,0,0,0.0691034482758621,"No"
41,14,5250,5.5,0,0,0,1,0,0.032,"No"
39,27,6470,6.9,0,0,1,0,0,0.0802163833075734,"No"
41,18,15130,5.8,1,0,0,0,1,0.0991407799074686,"No"
32,12,6290,4,0,0,0,1,0,0.160095389507154,"No"
45,25,12180,7.4,1,0,0,1,1,0.0532840722495895,"No"
46,19,6000,5.5,1,0,0,1,0,0.175166666666667,"No"
39,30,6030,3.6,0,0,1,1,0,0.0777777777777778,"No"
36,29,8000,2.6,1,0,0,1,1,0.139125,"No"
41,33,8540,5.4,0,1,0,1,0,0.0217798594847775,"No"
31,18,5880,4.7,0,0,0,1,1,0.0454081632653061,"No"
39,20,7150,6.6,1,0,0,1,1,0.0876923076923077,"No"
44,12,5210,2.9,1,0,0,0,0,0.0378119001919386,"No"
36,26,5660,4.8,0,0,0,0,1,0.240459363957597,"No"
30,17,4580,6.3,0,0,0,1,1,0.0207423580786026,"No"
39,15,5740,5.2,0,0,1,0,0,0.0632404181184669,"No"
29,15,5390,4.7,0,0,1,1,1,0.0608534322820037,"No"
34,16,7500,2.9,0,0,0,1,0,0.0924,"No"
43,18,6210,2.4,0,0,1,1,0,0.0755233494363929,"No"
32,16,4780,4.3,0,0,1,1,0,0.0824267782426778,"No"
42,13,6580,3.3,0,1,0,1,1,0.0457446808510638,"No"
46,29,10320,3.7,1,0,0,1,1,0.127325581395349,"No"
35,17,6450,5.6,0,0,0,0,0,0.0355038759689922,"No"
40,17,6610,5.1,1,0,0,1,1,0.0550680786686838,"No"
41,19,5760,4.5,0,0,0,1,0,0.0494791666666667,"No"
37,15,5700,4,0,0,0,1,0,0.0378947368421053,"No"
25,14,4820,5.2,0,0,0,1,1,0.0587136929460581,"No"
31,21,6020,5.6,1,0,0,1,1,0.0700996677740864,"No"
36,14,4890,7.9,0,0,0,1,0,0.00777096114519427,"No"
31,12,5090,5.5,1,0,0,0,1,0.308644400785855,"No"
39,28,8870,7.7,1,0,0,0,0,0.102818489289741,"No"
43,16,5310,2.5,1,0,0,0,0,0.0807909604519774,"No"
36,19,6660,6.5,0,0,0,0,0,0.0376876876876877,"No"
30,12,4600,1.3,0,1,0,1,0,0.0393478260869565,"No"
40,17,6460,9.1,0,0,1,0,0,0.0869969040247678,"No"
41,23,5390,4.2,1,0,0,1,1,0.0935064935064935,"No"
36,13,4890,4.6,1,0,0,1,1,0.0707566462167689,"No"
40,13,5140,5.3,0,0,0,0,1,0.043579766536965,"No"
44,33,9200,6.6,1,0,0,0,1,0.063804347826087,"No"
29,14,4550,5.2,0,0,0,0,0,0.0386813186813187,"No"
37,21,7370,4.2,0,0,0,1,1,0.0379918588873813,"No"
28,13,5050,4.9,0,0,0,1,0,0.0645544554455446,"No"
44,25,7160,4,1,0,0,1,1,0.0418994413407821,"No"
41,28,15920,2.3,1,0,0,1,0,0.110175879396985,"No"
42,21,6830,3.7,0,0,0,1,1,0.0664714494875549,"No"
38,18,5870,5.6,0,0,1,0,0,0.0824531516183986,"No"
40,22,7950,1.7,0,0,0,1,0,0.0727044025157233,"No"
54,35,11160,2,0,0,1,1,1,0.119175627240143,"No"
36,13,6500,8.3,0,0,0,1,1,0.113076923076923,"No"
42,14,5690,4.6,0,0,0,1,1,0.0815465729349736,"No"
31,13,5480,5,0,1,0,0,1,0.294525547445255,"No"
31,16,5020,7.6,0,0,0,0,0,0.0695219123505976,"No"
35,12,4470,5.1,0,0,1,1,1,0.193064876957494,"No"
30,21,6080,7.2,0,0,0,1,0,0.0455592105263158,"No"
35,14,5230,2.6,0,0,1,1,1,0.0435946462715105,"No"
47,32,11070,6.3,0,0,0,1,1,0.200090334236676,"No"
31,15,4810,6.3,0,0,1,1,0,0.0604989604989605,"No"
29,19,5830,4.4,0,0,0,0,0,0.030188679245283,"No"
43,22,7070,7.2,0,0,1,0,0,0.184299858557284,"No"
50,15,5150,5.7,1,0,0,1,0,0.0281553398058252,"No"
37,16,7730,2.1,0,0,0,0,0,0.0377749029754204,"No"
44,24,8650,4.5,0,0,0,0,0,0.0406936416184971,"No"
48,22,9960,5.3,0,0,0,1,0,0.0745983935742972,"No"
42,25,7290,3.9,1,0,0,1,0,0.130727023319616,"No"
48,16,8930,4.8,0,0,0,0,1,0.0877939529675252,"No"
52,36,9750,3.9,0,0,0,1,1,0.0333333333333333,"No"
38,25,5990,7.2,1,0,0,0,1,0.0687813021702838,"No"
28,16,5600,5.3,0,0,0,1,0,0.0996428571428571,"No"
46,17,6380,5.8,1,0,0,0,0,0.0377742946708464,"No"
28,15,5970,4.7,1,0,0,1,1,0.120770519262982,"No"
27,12,4790,2.7,1,0,0,1,0,0.119206680584551,"No"
28,17,4390,8.2,1,0,0,1,0,0.065375854214123,"No"
29,20,5600,6.7,1,0,0,1,0,0.0616071428571429,"No"
35,23,6670,2.4,1,0,0,1,1,0.0839580209895052,"No"
29,19,5250,3,1,0,0,0,0,0.0643809523809524,"No"
40,19,15510,4.7,0,0,1,0,1,0.0475822050290135,"No"
42,14,5160,7,0,0,1,1,0,0.0815891472868217,"No"
47,27,7430,4.1,1,0,0,1,0,0.0550471063257066,"No"
30,13,4740,7.6,0,0,1,1,0,0.0172995780590717,"No"
48,25,8860,3,1,0,0,1,1,0.0630925507900677,"No"
34,24,7420,5.1,0,0,0,1,0,0.0931266846361186,"No"
39,17,7400,7.5,0,0,0,0,0,0.0932432432432432,"No"
31,13,4600,5.3,1,0,0,1,0,0.0771739130434783,"No"
52,18,6200,3.1,1,0,0,0,0,0.0653225806451613,"No"
36,29,5740,6.1,0,0,0,1,1,0.0343205574912892,"No"
47,35,15150,3.4,0,0,1,0,0,0.177953795379538,"No"
31,15,5220,7.3,1,0,0,0,0,0.0944444444444444,"No"
47,17,5410,4.2,0,0,1,1,0,0.0153419593345656,"No"
52,30,10700,3.6,0,0,0,1,1,0.190093457943925,"No"
42,15,5320,8.1,0,0,0,1,1,0.0530075187969925,"No"
27,20,5290,3.5,0,0,0,1,0,0.103969754253308,"No"
32,22,6030,4.2,1,0,0,1,1,0.0439469320066335,"No"
38,18,6030,6.4,0,0,0,1,1,0.0538971807628524,"No"
25,15,4600,4.5,0,0,1,1,1,0.0532608695652174,"No"
32,17,11840,6.4,0,0,0,1,0,0.0486486486486487,"No"
37,13,4920,2.4,1,0,0,0,0,0.0223577235772358,"No"
43,28,9980,5.2,0,0,0,0,1,0.104809619238477,"No"
32,18,6480,4.3,1,0,0,0,1,0.0359567901234568,"No"
30,12,4520,3.3,0,0,0,0,0,0.155088495575221,"No"
49,18,5400,2.7,1,0,0,0,0,0.0290740740740741,"No"
39,13,5480,6.6,0,0,1,1,0,0.0306569343065693,"No"
51,17,4880,2.7,0,0,1,0,1,0.0510245901639344,"No"
47,32,10170,3.7,0,0,0,1,0,0.0249754178957719,"No"
42,17,5850,3.9,0,0,0,1,1,0.102564102564103,"No"
46,35,12050,3.3,0,0,0,1,0,0.0596680497925311,"No"
45,29,11200,4.9,0,1,0,0,1,0.0117857142857143,"No"
34,18,5590,5.8,0,0,1,0,1,0.120751341681574,"No"
41,12,6270,2.9,1,0,0,0,0,0.0414673046251994,"No"
36,23,5700,8.4,0,0,0,1,1,0.0547368421052632,"No"
36,20,9490,1.6,1,0,0,0,0,0.11159114857745,"No"
46,18,9870,3,0,0,0,1,0,0.0635258358662614,"No"
32,19,6380,3.9,1,0,0,1,0,0.0670846394984326,"No"
42,26,6220,4.9,1,0,0,0,1,0.0445337620578778,"No"
36,18,5650,7.2,1,0,0,1,1,0.0423008849557522,"No"
50,29,9020,3,1,0,0,0,1,0.175942350332594,"No"
51,41,17140,6.9,1,0,0,1,0,0.103850641773629,"No"
44,37,11800,5.5,0,0,0,1,0,0.0409322033898305,"No"
34,22,6860,5.2,0,1,0,0,0,0.0158892128279883,"No"
45,25,8220,9.9,1,0,0,1,0,0.0992700729927007,"No"
51,37,16090,3.5,1,0,0,1,0,0.0269732753262896,"No"
48,35,31410,3.4,1,0,0,0,0,0.042184017828717,"No"
27,15,5730,4.7,1,0,0,1,1,0.0458987783595113,"No"
43,20,5570,6.7,0,1,0,1,0,0.126750448833034,"No"
25,12,6120,4.6,0,0,1,1,1,0.0209150326797386,"No"
49,22,6170,3.3,0,0,0,1,1,0.0615883306320908,"No"
32,21,8650,5.4,0,0,0,1,1,0.239768786127168,"No"
45,34,10380,5.4,0,0,0,1,0,0.0301541425818882,"No"
51,17,8590,5.5,0,0,0,1,1,0.080442374854482,"No"
38,18,7360,3.3,0,0,1,1,0,0.044429347826087,"No"
53,19,9630,4.8,0,1,0,1,1,0.0361370716510903,"No"
31,18,6220,2.7,1,0,0,1,0,0.0697749196141479,"No"
38,27,7850,4,1,0,0,1,0,0.0592356687898089,"No"
33,13,5040,7.4,0,1,0,0,1,0.0474206349206349,"No"
42,17,6350,2.6,0,0,0,0,0,0.072755905511811,"No"
47,29,6600,7.2,1,0,0,1,1,0.00136363636363636,"No"
27,17,4800,3.6,0,1,0,0,0,0.0625,"No"
45,29,8400,4.9,0,0,0,1,0,0.0392857142857143,"No"
40,27,10760,7,1,0,0,1,0,0.0274163568773234,"No"
37,16,5170,2.4,0,0,0,0,0,0.217408123791103,"No"
59,17,12640,7.2,0,0,0,1,0,0.0161392405063291,"No"
30,15,5320,4.8,0,0,1,1,0,0.176691729323308,"No"
32,12,4800,5.2,0,0,0,1,1,0.0820833333333333,"No"
33,22,5430,5.3,0,0,0,1,1,0.0495395948434622,"No"
46,15,4870,2.8,0,0,0,1,1,0.0429158110882957,"No"
50,28,7350,2.6,0,1,0,0,1,0.0684353741496599,"No"
48,21,7610,5.8,1,0,0,0,1,0.114586070959264,"No"
31,23,5770,7.5,0,0,0,1,0,0.0821490467937608,"No"
41,26,6440,3.5,0,0,1,0,1,0.0462732919254658,"No"
47,37,14380,8.3,0,0,0,1,0,0.137552155771905,"No"
37,22,6240,3.5,0,0,0,1,1,0.0963141025641026,"No"
39,26,5480,8,0,0,1,0,1,0.101824817518248,"No"
37,12,5830,3.6,0,0,0,0,0,0.0835334476843911,"No"
26,16,4880,4.4,1,0,0,1,1,0.092827868852459,"No"
43,34,10080,5.9,0,1,0,0,0,0.135912698412698,"No"
40,23,6290,6.1,0,0,0,1,0,0.0648648648648649,"No"
46,13,5660,3,0,0,1,1,0,0.166961130742049,"No"
28,12,8010,5.5,0,0,0,0,0,0.0196004993757803,"No"
32,15,6440,5.1,0,0,0,1,0,0.102484472049689,"No"
45,20,11890,7.4,1,0,0,1,0,0.0921783010933558,"No"
31,14,6220,3.7,1,0,0,0,0,0.119292604501608,"No"
28,15,4780,3.7,1,0,0,1,0,0.0493723849372385,"No"
36,19,7550,4.1,1,0,0,1,0,0.0125827814569536,"No"
42,22,5940,8.3,1,0,0,0,1,0.0432659932659933,"No"
43,26,20580,4.5,0,0,1,0,0,0.0435860058309038,"No"
35,22,5930,3.2,0,0,1,1,0,0.00994940978077572,"No"
31,17,7570,6.4,1,0,0,1,0,0.117569352708058,"No"
45,22,6330,2.9,0,0,1,1,0,0.00805687203791469,"No"
33,21,5060,3.6,1,0,0,1,0,0.0604743083003953,"No"
33,19,5440,5.4,0,0,0,1,0,0.158088235294118,"No"
56,48,25860,4,0,0,1,1,0,0.137470997679814,"No"
40,18,6350,4.2,1,0,0,0,1,0.0388976377952756,"No"
42,30,9630,4.9,1,0,0,1,0,0.0679127725856698,"No"
33,18,5450,5.7,1,0,0,0,1,0.196330275229358,"No"
48,35,17210,3.9,1,0,0,1,0,0.135967460778617,"No"
47,31,20280,6.7,1,0,0,1,0,0.00537475345167653,"No"
36,17,5160,4.6,1,0,0,1,1,0.109883720930233,"No"
36,29,6650,4.2,0,1,0,1,1,0.161353383458647,"No"
53,13,5140,6.3,1,0,0,0,1,0.0340466926070039,"No"
48,13,5090,4.1,0,1,0,1,0,0.0760314341846758,"No"
48,36,8960,4.8,0,0,0,0,1,0.134375,"No"
37,30,7300,4.5,0,0,0,0,1,0.00917808219178082,"No"
48,17,7670,5.8,0,0,0,1,0,0.0423728813559322,"No"
36,16,5490,3.1,1,0,0,1,0,0.122950819672131,"No"
36,25,6260,4.5,0,0,1,0,0,0.0420127795527157,"No"
43,16,5400,6.9,0,0,1,1,0,0.0792592592592593,"No"
34,26,6580,7.1,1,0,0,1,1,0.0235562310030395,"No"
35,16,6030,2.4,0,0,0,0,1,0.113598673300166,"No"
53,31,12760,9.9,0,0,1,0,0,0.0477272727272727,"No"
41,32,10060,3.4,0,0,0,1,0,0.0958250497017893,"No"
39,12,4720,3.5,0,1,0,1,0,0.098728813559322,"No"
36,22,9170,7.7,1,0,0,0,0,0.0332606324972737,"No"
35,17,9710,6.8,0,1,0,1,1,0.0651905252317199,"No"
41,25,7740,0.3,1,0,0,1,1,0.0843669250645995,"No"
37,28,7060,3.4,0,0,0,1,0,0.103966005665722,"No"
52,30,12050,6.4,0,0,1,0,0,0.0918672199170125,"No"
32,15,6280,6.4,1,0,0,0,0,0.0939490445859873,"No"
47,28,9500,6.9,0,0,0,1,1,0.0303157894736842,"No"
45,32,17790,6.1,0,0,1,1,0,0.0764474423833614,"No"
52,12,5730,5.6,0,1,0,1,0,0.184118673647469,"No"
44,21,6790,2.4,1,0,0,0,1,0.0347569955817379,"No"
34,24,6280,3.4,1,0,0,1,0,0.0504777070063694,"No"
46,28,8240,5.8,1,0,0,0,0,0.128883495145631,"No"
41,18,9530,2.6,1,0,0,1,0,0.149317943336831,"No"
37,29,8250,6.5,1,0,0,1,0,0.176,"No"
46,28,9320,7.4,0,0,1,1,1,0.0300429184549356,"No"
41,14,6440,2,0,0,0,0,0,0.120341614906832,"No"
32,23,6270,3.9,0,0,0,1,0,0.134609250398724,"No"
49,35,12620,2.6,0,0,1,1,0,0.136370839936609,"No"
24,15,4440,5.9,0,0,0,1,0,0.095945945945946,"No"
45,32,8020,5.6,0,1,0,1,1,0.0502493765586035,"No"
25,14,5110,4.8,0,0,0,1,0,0.0293542074363992,"No"
40,26,7970,3.3,0,0,0,1,0,0.297616060225847,"No"
38,25,6990,3.3,0,0,0,0,0,0.0454935622317597,"No"
29,21,8920,6.8,0,1,0,1,0,0.0753363228699552,"No"
37,13,5350,4.7,0,0,1,1,1,0.182242990654206,"No"
41,17,5570,8.6,0,0,1,1,0,0.10556552962298,"No"
29,16,5080,4.1,0,0,0,0,1,0.140157480314961,"No"
34,17,4710,5.1,1,0,0,1,1,0.272823779193206,"No"
41,12,6340,2,1,0,0,1,1,0.149526813880126,"No"
42,31,7700,3.8,0,0,1,0,0,0.0581818181818182,"No"
44,15,6090,5.6,1,0,0,1,1,0.0592775041050903,"No"
46,29,7580,5.9,0,0,1,1,1,0.0970976253298153,"No"
29,21,4820,5.5,0,1,0,1,1,0.263070539419087,"No"
35,20,7020,6.2,0,1,0,0,0,0.102279202279202,"No"
52,27,8630,6.3,1,0,0,1,1,0.0404403244495944,"No"
33,21,6800,6.7,1,0,0,1,0,0.186470588235294,"No"
36,26,7010,4.5,0,0,0,0,1,0.0761768901569187,"No"
44,26,6550,7.2,0,0,0,1,0,0.010381679389313,"No"
40,21,8030,4.6,1,0,0,0,1,0.013947696139477,"No"
58,42,18260,3.6,1,0,0,1,1,0.0450711938663746,"No"
36,21,9730,9,0,0,0,1,0,0.0996916752312436,"No"
33,19,6770,1.4,0,0,1,0,0,0.0698670605612998,"No"
46,15,5380,7.4,0,1,0,1,0,0.0609665427509294,"No"
36,24,7610,6.3,1,0,0,1,1,0.0379763469119579,"No"
39,25,10640,8.2,0,0,0,1,0,0.0146616541353383,"No"
49,42,16580,4.6,1,0,0,0,0,0.0097708082026538,"No"
24,12,4650,6.5,0,0,1,1,0,0.180645161290323,"No"
45,24,7590,4.4,1,0,0,1,1,0.300263504611331,"No"
32,21,5390,4.4,0,0,1,0,0,0.10834879406308,"No"
29,14,4640,4,0,0,0,1,1,0.0663793103448276,"No"
36,23,5300,8.7,1,0,0,1,0,0.152830188679245,"No"
41,31,6430,6,0,0,0,1,0,0.187091757387247,"No"
31,16,4970,4.4,1,0,0,1,1,0.0901408450704225,"No"
46,32,21920,6.3,0,0,1,1,1,0.137363138686131,"No"
30,20,5320,3.3,1,0,0,0,1,0.119172932330827,"No"
37,26,6330,5.1,0,0,0,1,0,0.0639810426540284,"No"
29,20,5460,7.7,0,0,1,1,0,0.123992673992674,"No"
44,23,9330,7.9,0,0,0,0,1,0.0660235798499464,"No"
46,19,7290,6.1,0,0,1,1,0,0.066803840877915,"No"
38,20,7100,8,0,0,1,0,0,0.115774647887324,"No"
37,18,5260,7.1,1,0,0,0,0,0.0553231939163498,"No"
26,13,5350,3.5,0,1,0,1,0,0.0330841121495327,"No"
48,38,10490,7,1,0,0,0,0,0.0803622497616778,"No"
48,32,12170,5.8,0,0,0,1,0,0.0542317173377157,"No"
56,36,11940,6.6,0,0,0,0,0,0.144556113902848,"No"
45,26,6860,1.8,0,0,0,1,0,0.074198250728863,"No"
53,32,11290,6.1,1,0,0,0,1,0.0886625332152347,"No"
32,18,6050,6.4,0,1,0,1,0,0.100661157024793,"No"
48,35,23220,4.8,0,0,1,1,0,0.120499569336779,"No"
52,43,16290,4.7,0,1,0,1,1,0.160466543891958,"No"
51,34,13390,3.2,0,0,1,1,0,0.0392830470500373,"No"
32,17,5700,6.5,0,1,0,0,1,0.0559649122807018,"No"
35,18,5510,7.2,1,0,0,0,0,0.0813067150635209,"No"
39,17,8450,3.2,1,0,0,1,0,0.0807100591715976,"No"
31,22,5280,3.6,0,0,1,0,0,0.120643939393939,"No"
27,12,4960,5.2,0,0,0,1,1,0.0342741935483871,"No"
29,15,7870,7.8,1,0,0,1,0,0.0458703939008895,"No"
28,12,4930,5.3,1,0,0,0,0,0.027789046653144,"No"
45,14,5820,3.7,0,0,0,1,0,0.0678694158075601,"No"
50,25,9640,7,0,0,0,1,0,0.0510373443983402,"No"
53,25,8420,3.5,1,0,0,1,1,0.13729216152019,"No"
29,21,8470,5.5,1,0,0,1,1,0.0722550177095632,"No"
44,20,5990,4.8,0,0,0,1,1,0.0752921535893155,"No"
34,21,5660,7.1,0,0,0,1,1,0.0618374558303887,"No"
46,30,9070,3.6,1,0,0,0,0,0.0509371554575524,"No"
40,17,6870,4.4,1,0,0,0,1,0.0545851528384279,"No"
54,36,36070,9,1,0,0,1,0,0.0510950928749653,"No"
49,23,11410,5.9,0,0,0,1,0,0.033216476774759,"No"
33,12,5270,0.4,0,0,0,1,1,0.0544592030360531,"No"
38,17,4990,4.7,0,0,0,1,0,0.141282565130261,"No"
33,20,5110,9.4,0,0,0,1,1,0.0710371819960861,"No"
26,13,4890,2.2,1,0,0,0,1,0.03640081799591,"No"
50,24,5430,2.2,1,0,0,1,1,0.0841620626151013,"No"
43,30,7310,4.8,1,0,0,1,0,0.191792065663475,"No"
26,12,4580,6.6,0,0,0,0,1,0.0934497816593887,"No"
35,28,8250,5.2,0,0,1,0,0,0.0490909090909091,"No"
31,23,5840,5.8,1,0,0,1,0,0.235616438356164,"No"
35,14,10860,4.4,0,0,1,1,0,0.070073664825046,"No"
47,19,7930,4.2,0,0,0,1,0,0.102774274905422,"No"
36,14,5050,4.1,0,0,0,1,0,0.0495049504950495,"No"
41,32,7630,5,0,0,1,1,0,0.0318479685452163,"No"
52,30,9800,5.4,1,0,0,1,0,0.256530612244898,"No"
37,29,9510,4.2,1,0,0,1,1,0.0400630914826498,"No"
29,21,5540,4.1,1,0,0,0,1,0.0496389891696751,"No"
38,26,7670,4.3,1,0,0,1,1,0.0956975228161669,"No"
31,12,7240,10.4,0,0,0,0,0,0.114226519337017,"No"
41,17,5860,2.5,1,0,0,1,0,0.0646757679180887,"No"
28,14,5910,6.3,1,0,0,1,0,0.0959390862944162,"No"
42,32,11050,5.5,0,0,0,1,0,0.12316742081448,"No"
46,29,9610,5.1,0,0,1,1,1,0.0808532778355879,"No"
39,28,7240,7.2,0,1,0,1,1,0.0310773480662983,"No"
45,16,6620,8.3,0,0,0,1,0,0.125377643504532,"No"
25,13,4410,4,1,0,0,0,1,0.0732426303854875,"No"
52,40,10830,2.3,0,0,0,1,0,0.043859649122807,"No"
23,12,5120,7.7,0,0,0,0,0,0.0943359375,"No"
42,27,8300,5.6,1,0,0,0,0,0.240843373493976,"No"
44,23,7320,5,1,0,0,1,1,0.0377049180327869,"No"
35,21,7280,2.4,1,0,0,1,0,0.111675824175824,"No"
32,20,5050,5.1,0,0,0,1,0,0.191683168316832,"No"
51,23,6680,7.2,1,0,0,1,0,0.0922155688622754,"No"
23,14,4520,1.4,0,0,1,1,1,0.0464601769911504,"No"
42,26,15070,7.1,1,0,0,0,0,0.0747843397478434,"No"
52,39,10640,3.5,1,0,0,1,0,0.0399436090225564,"No"
50,41,21470,3,0,0,1,1,1,0.00149045179319981,"No"
36,17,7050,7.6,0,0,1,1,1,0.0171631205673759,"No"
25,16,5510,3,1,0,0,0,1,0.138838475499093,"No"
53,23,6690,6.8,1,0,0,0,1,0.0460388639760837,"No"
35,22,7290,1,1,0,0,0,0,0.117969821673525,"No"
35,22,5240,8.2,0,0,0,0,0,0.0683206106870229,"No"
26,14,5270,5.9,1,0,0,0,1,0.0294117647058824,"No"
33,21,5480,5.7,0,0,1,1,1,0.093978102189781,"No"
38,17,5460,3.2,1,0,0,1,0,0.0695970695970696,"No"
39,19,7990,2.5,0,1,0,1,1,0.120400500625782,"No"
33,26,5970,3.1,0,1,0,1,1,0.104690117252931,"No"
52,26,12040,1.3,0,0,0,0,1,0.201578073089701,"No"
34,15,4680,4.7,0,1,0,0,0,0.0775641025641026,"No"
39,32,11720,8.1,0,0,0,1,1,0.219027303754266,"No"
39,24,7240,4.7,0,0,0,1,0,0.301933701657459,"No"
35,19,5180,4.2,1,0,0,1,1,0.137837837837838,"No"
48,23,7650,3.5,1,0,0,1,1,0.100130718954248,"No"
53,39,13780,2.1,0,0,0,1,0,0.0365747460087083,"No"
42,18,5660,3.1,1,0,0,0,1,0.118727915194346,"No"
26,13,5100,2.5,1,0,0,0,1,0.155294117647059,"No"
36,21,9190,5.3,0,0,1,1,0,0.0524483133841132,"No"
39,12,6300,8.4,0,0,1,1,1,0.0807936507936508,"No"
40,20,16240,5.4,1,0,0,1,0,0.0616995073891626,"No"
32,21,5590,6.8,0,0,0,1,1,0.0468694096601073,"No"
44,26,7420,1.5,0,0,1,1,0,0.0169811320754717,"No"
55,38,26410,2.8,0,0,0,0,0,0.0765997728133283,"No"
51,23,7530,5.5,0,0,1,1,0,0.0379814077025232,"No"
39,14,7490,2.9,0,0,0,1,1,0.0497997329773031,"No"
48,29,14120,6,0,0,1,0,0,0.131940509915014,"No"
41,33,9380,5.2,0,0,1,1,1,0.0534115138592751,"No"
40,22,9680,5.1,1,0,0,1,0,0.0745867768595041,"No"
31,16,5060,6,0,0,1,1,1,0.0304347826086957,"No"
32,19,6540,4.6,0,1,0,1,1,0.0744648318042813,"No"
48,23,10610,6.8,0,0,0,1,1,0.0194156456173421,"No"
51,29,9070,1.6,1,0,0,1,1,0.0791620727673649,"No"
44,23,5990,7.6,1,0,0,1,0,0.074457429048414,"No"
38,20,6830,5.9,1,0,0,1,0,0.0923865300146413,"No"
47,18,6130,10.7,0,0,1,0,1,0.0709624796084829,"No"
29,13,5930,4.6,0,0,1,1,0,0.107251264755481,"No"
44,24,8160,8.4,0,1,0,0,0,0.125,"No"
37,18,5800,7.6,1,0,0,0,0,0.198793103448276,"No"
30,16,5360,7.9,1,0,0,1,0,0.175186567164179,"No"
32,13,5480,4.1,0,1,0,1,0,0.0131386861313869,"No"
36,15,5750,2.7,1,0,0,1,0,0.0321739130434783,"No"
39,22,6020,3.3,1,0,0,0,0,0.198338870431894,"No"
38,18,6150,5.6,0,0,0,1,0,0.043739837398374,"No"
28,14,5500,4,0,0,1,0,1,0.0683636363636364,"No"
46,16,5320,3.8,0,0,1,1,0,0.0642857142857143,"No"
34,21,7240,2.2,0,0,0,1,0,0.151657458563536,"No"
58,46,17180,6.7,0,0,0,1,0,0.0116996507566938,"No"
26,16,4710,2.7,1,0,0,0,0,0.0299363057324841,"No"
38,19,9380,6.5,0,0,0,0,0,0.0167377398720682,"No"
35,19,5890,4.4,0,0,1,0,1,0.0755517826825127,"No"
25,13,4850,3,1,0,0,1,0,0.178969072164948,"No"
39,29,11310,3.2,1,0,0,1,0,0.198054818744474,"No"
46,26,6630,4.7,0,0,0,0,0,0.0656108597285068,"No"
46,16,6160,3.5,0,0,1,1,0,0.163149350649351,"No"
57,46,19560,5.2,0,0,0,1,1,0.0472903885480573,"No"
45,31,13000,0.3,1,0,0,1,0,0.0123846153846154,"No"
50,16,5660,6.4,0,0,1,0,1,0.0662544169611307,"No"
28,12,6610,4.4,1,0,0,0,1,0.136762481089259,"No"
26,15,5120,6.7,0,0,0,1,0,0.1111328125,"No"
35,20,6400,5.7,1,0,0,1,0,0.015,"No"
29,13,5410,7.3,0,0,0,0,0,0.0286506469500924,"No"
26,15,5090,1.6,0,0,1,1,0,0.0355599214145383,"No"
42,23,7350,2.1,1,0,0,0,0,0.0829931972789116,"No"
39,29,10330,0.4,0,0,0,0,0,0.119941916747338,"No"
40,28,6090,0.1,1,0,0,1,0,0.096551724137931,"No"
27,12,5900,6.5,1,0,0,0,1,0.0716949152542373,"No"
59,30,8190,4.1,1,0,0,1,0,0.0347985347985348,"No"
26,13,4450,4.1,1,0,0,1,1,0.050561797752809,"No"
37,23,6080,4.8,0,0,1,1,0,0.0804276315789474,"No"
46,12,4630,5.7,0,0,0,1,0,0.0717062634989201,"No"
31,17,5750,8.9,0,0,1,1,1,0.0234782608695652,"No"
43,20,6140,3.4,0,1,0,1,0,0.0381107491856678,"No"
37,15,6530,7.5,0,0,1,0,0,0.0330781010719755,"No"
36,29,8310,5.8,1,0,0,1,0,0.222382671480144,"No"
29,15,4670,2.9,0,1,0,1,1,0.228693790149893,"No"
38,28,6470,1.8,0,0,0,1,0,0.0802163833075734,"No"
37,19,5550,4.3,1,0,0,0,0,0.100900900900901,"No"
37,24,7630,8,1,0,0,0,0,0.0258191349934469,"No"
37,20,5860,5.6,1,0,0,1,1,0.0448805460750853,"No"
36,29,8270,5.7,1,0,0,1,1,0.10689238210399,"No"
37,23,7640,6,1,0,0,0,0,0.176439790575916,"No"
48,38,10640,1.6,1,0,0,1,1,0.11203007518797,"No"
48,35,9910,5.4,0,1,0,0,0,0.0813319878910192,"No"
33,15,5620,5.5,0,0,0,0,1,0.0533807829181495,"No"
36,12,5730,5.3,1,0,0,0,1,0.203664921465969,"No"
48,28,17400,1.7,0,0,0,1,0,0.10448275862069,"No"
42,25,7310,4.3,0,0,1,1,0,0.170588235294118,"No"
